voedselnaam,Alpha-tocopherol,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
"Cornmeal porridge, INGRED Tap water",0.419,5.285714285714286,0.068,18.0,74.0,48.42857142857143,,0.9028571428571429,0.7262857142857142,0.9594285714285714,0.04257142857142857,0.12457142857142857,0.0,0.011,0.419,0.0
Cottage cheese,0.095,90.28571428571429,0.02885714285714286,9.028571428571428,139.28571428571428,98.71428571428571,0.004871428571428571,0.16,0.6057142857142858,3.232428571428571,0.2414285714285714,0.029285714285714286,0.0006642857142857143,0.0642857142857143,0.1095,0.003
"Cottage cheese, QUAL Fat free",0.1,123.85714285714286,0.008885714285714287,10.799999999999999,156.85714285714286,138.71428571428572,0.0027714285714285714,0.1285714285714286,0.42857142857142855,3.6028571428571428,0.21428571428571427,0.033,0.0005428571428571429,0.04971428571428571,0.0575,
"Cotton seed oil, edible",35.3,1.0,0.005,1.0,1.0,1.0,0.0,0.03,0.001,0.0,0.0,0.0,0.0,0.0,36.794,0.0
Courgettes,0.1,20.342857142857145,0.05257142857142858,22.614285714285717,33.77142857142857,251.0,0.00076,0.6932857142857143,0.3618571428571428,0.7311428571428572,0.04185714285714286,0.10157142857142856,0.0,0.11242857142857142,0.188,0.0031
Courgettes and similar-,0.1,21.02857142857143,0.04157142857142857,22.942857142857143,40.457142857142856,275.14285714285717,0.0006,0.748,0.25971428571428573,0.9288571428571429,0.06614285714285714,0.11014285714285714,0.0,0.11385714285714285,0.188,0.0031
"Courgettes and similar-, PROCESS Baking",0.05,18.0,0.046142857142857145,14.925714285714287,27.071428571428573,216.42857142857142,0.0,0.8565714285714287,0.1912857142857143,0.8852857142857143,0.052142857142857144,0.13014285714285714,0.0,0.09142857142857143,0.4516,0.00378
"Courgettes and similar-, PROCESS Cooking in water",,23.4,0.0328,15.0,34.8,154.8,0.001,0.7306,0.2262,0.807,0.032285714285714286,0.11779999999999999,0.0,0.08859999999999998,0.37420000000000003,0.011
"Courgettes and similar-, PROCESS Frying",,38.0,0.05,32.0,61.0,490.0,0.001,1.4,0.5,0.9,0.012857142857142857,0.1,0.0,0.09,0.8299999999999998,
"Courgettes and similar-, PROCESS Steaming",,23.4,0.034,18.6,35.4,195.6,0.001,0.7702,0.2502,0.9040000000000001,0.038,0.13820000000000002,0.0,0.1042,0.364,0.00378
"Courgettes, PROCESS Baking",0.05,18.277142857142856,0.06285714285714286,18.842857142857145,29.057142857142857,190.57142857142858,0.0007999999999999999,0.5497142857142857,0.33971428571428575,0.704,0.04228571428571428,0.08,0.0,0.07528571428571429,0.27880000000000005,0.00378
"Courgettes, PROCESS Cooking in water",,23.4,0.0328,15.0,34.8,154.8,0.001,0.7306,0.2262,0.807,0.045799999999999993,0.11779999999999999,0.0,0.08859999999999998,0.37420000000000003,0.00378
"Courgettes, PROCESS Frying",0.83,38.0,0.05,32.0,61.0,490.0,0.001,1.4,0.5,0.9,0.01,0.1,0.0,0.09,0.8299999999999998,
"Courgettes, PROCESS Steaming",,23.4,0.034,18.6,35.4,195.6,0.001,0.7702,0.2502,0.9040000000000001,0.0578,0.13820000000000002,0.0,0.1042,0.364,0.00378
Couscous,0.2,21.142857142857142,0.2571428571428572,41.285714285714285,169.14285714285714,185.57142857142858,0.0077,1.3338571428571429,0.9958571428571429,3.685857142857143,0.059571428571428574,0.12571428571428572,0.0,0.09328571428571429,0.8,0.0
"Couscous, PROCESS Cooking in water",0.455,13.457142857142857,0.11717142857142858,16.1,96.75,82.95714285714287,0.002095,1.2811428571428571,0.4967142857142858,2.126714285714286,0.03157142857142857,0.10771428571428572,0.0,0.06585714285714286,0.05566666666666667,0.0001
"Couscous, PROCESS Steaming",0.455,13.457142857142857,0.11717142857142858,16.1,96.75,82.95714285714287,0.002095,1.2811428571428571,0.4967142857142858,2.126714285714286,0.03157142857142857,0.10771428571428572,0.0,0.06585714285714286,0.05566666666666667,0.0001
"Cow milk, natural high fat",0.1,119.14285714285714,0.009714285714285715,11.714285714285714,92.85714285714286,152.57142857142858,0.0013857142857142857,0.055600000000000004,0.3842857142857143,0.7642857142857142,0.1842857142857143,0.03585714285714286,0.00046428571428571433,0.03785714285714286,0.1508,0.0004
"Cow milk, natural high fat, QUAL Low / reduced lactose",0.07,120.0,0.007,12.0,92.0,140.0,,0.06,0.4,0.6900000000000001,0.18,0.037,0.0004,0.039,0.07,0.001
"Cow milk, semi skimmed (half fat)",0.055,119.14285714285714,0.0084,11.514285714285714,92.95714285714287,159.85714285714286,0.00152,0.0775,0.4242857142857143,0.8869999999999999,0.18542857142857144,0.04028571428571429,0.0003728571428571428,0.04042857142857143,0.06925,0.0001
"Cow milk, semi skimmed (half fat), FORT Mixed supplements/formulations",0.04,126.0,0.008,11.314285714285715,97.14285714285714,156.28571428571428,0.0009714285714285715,0.04257142857142857,0.4257142857142857,1.2857142857142858,0.20942857142857144,0.052,0.00037142857142857143,0.054285714285714284,0.1,
"Cow milk, semi skimmed (half fat), QUAL Low / reduced lactose",0.1,120.0,0.009714285714285715,11.0,90.0,128.57142857142858,0.0028,0.1,0.4,1.517,0.1842857142857143,0.04,0.0004,0.05,0.1,0.0
"Cow milk, skimmed (low fat)",0.1,121.42857142857143,0.0056,11.942857142857141,95.54285714285713,161.28571428571428,0.0014057142857142857,0.07333333333333333,0.4614285714285714,0.8951428571428571,0.17814285714285716,0.03685714285714286,0.00041428571428571426,0.04114285714285714,,0.0
"Cow milk, skimmed (low fat), FORT Mixed supplements/formulations",0.02,117.0,0.003,10.4,94.0,150.0,0.0036,0.04,0.4,0.18,0.22714285714285712,0.05,0.00054,0.04,0.02,
"Cow milk, skimmed (low fat), QUAL Low / reduced lactose",0.1,121.0,0.004285714285714286,12.0,90.0,160.0,0.0028,0.1,0.4,0.812,0.19,0.03,0.0004,0.05,0.1,0.0
"Cow milk, whole",0.085,119.71428571428571,0.0106,11.514285714285714,92.17142857142858,155.57142857142858,0.0017014285714285714,0.06333333333333334,0.40714285714285714,0.8057142857142857,0.18,0.03671428571428571,0.00047285714285714287,0.048999999999999995,0.08,0.0007666666666666667
"Cow milk, whole, QUAL Low / reduced lactose",,120.0,0.007000000000000001,12.0,92.0,140.0,,0.06,0.4,0.69,0.18,0.037,0.0004,0.039,0.07,0.001
"Crabmeat, cooked-deprecated",3.6,124.0,3.79,34.48571428571429,234.75,163.2,0.04454285714285715,1.9441428571428572,5.458142857142858,6.053142857142857,0.20357142857142857,0.0376,0.00039333333333333337,0.17057142857142857,2.9254000000000002,0.0005
"Crabs, sea-spiders",2.4,103.57142857142857,0.41714285714285715,55.42857142857143,223.0,226.14285714285714,0.07557142857142858,2.3542857142857145,6.53,6.79,0.050333333333333334,0.054714285714285715,0.00498,0.2057142857142857,3.08,0.0
"Crabs, sea-spiders, PROCESS Baking",4.802,110.0,0.354,72.0,242.0,271.0,,1.796,2.605,6.749,0.2692857142857143,0.043,0.0009,0.14,4.802,0.0
"Crabs, sea-spiders, PROCESS Cooking in water",1.22,55.199999999999996,3.241428571428571,49.800000000000004,281.2857142857143,217.0,0.06317142857142857,1.3098571428571428,4.769571428571429,6.138857142857143,0.3433333333333333,0.09971428571428573,0.00432,0.2334285714285714,2.9708,0.0
"Crabs, sea-spiders, PROCESS Frying",5.027,116.0,0.351,72.0,239.0,251.0,,1.769,2.727,5.845,0.2671428571428571,0.048,0.0008,0.114,5.027,0.0
"Crabs, sea-spiders, PROCESS Steaming",1.22,82.71428571428571,3.6799999999999997,55.714285714285715,250.42857142857142,213.28571428571428,0.06942857142857144,1.401,4.311571428571428,6.352285714285714,0.29857142857142854,0.09057142857142857,0.00264,0.20028571428571426,4.5016,0.0
Crackers and breadsticks,3.69,75.16666666666667,0.18966666666666668,30.28333333333333,172.36666666666667,152.96666666666667,0.0036550000000000003,2.013666666666667,0.8965,4.084333333333333,0.127,0.24166666666666667,0.0,0.09000000000000001,1.228,0.002
Cranberries,0.9,13.571428571428571,0.06971428571428571,7.285714285714286,10.142857142857142,71.71428571428571,0.0001,0.8114285714285714,0.3028571428571429,0.4164285714285714,0.032857142857142856,0.03666666666666667,0.0,0.06714285714285714,0.7,0.0
Cream cake,0.605,57.67142857142857,0.05668571428571429,10.457142857142857,95.88571428571429,130.0142857142857,0.007671428571428571,0.764,0.5895714285714285,1.44,0.10585714285714286,0.05285714285714286,0.00041000000000000005,0.048285714285714286,1.4449999999999998,0.005
Cream cheese cake,0.726,56.666666666666664,0.044000000000000004,9.666666666666666,72.66666666666667,105.33333333333333,0.002,0.442,0.43133333333333335,1.176,0.118,0.04933333333333334,0.0005,0.032,0.9116,0.002
Cream chocolate,0.25,136.57142857142858,0.5328571428571428,71.85714285714286,184.0,453.7142857142857,0.003428571428571429,3.480857142857143,1.3224285714285713,1.7624285714285715,0.23,0.055142857142857146,0.0005,0.05728571428571428,1.0538,0.003
Cream custard cake,1.118,63.285714285714285,0.053285714285714283,11.114285714285714,90.71428571428571,101.28571428571429,0.004719999999999999,0.8738571428571429,0.723,1.6462857142857144,0.24371428571428572,0.071,0.00062,0.03571428571428571,0.8996000000000001,0.005
Cream liqueur,,18.714285714285715,0.025,2.085714285714286,33.542857142857144,19.97142857142857,0.0,0.10000000000000002,0.18,0.799,0.039714285714285716,0.008333333333333333,7.000000000000001e-05,0.0116,0.48,0.0
Cream powder,1.3,790.0,0.175,85.0,600.0,1000.0,,0.9,3.0,5.45,1.4,0.25,0.003,0.3,1.3,0.0
Cream sauce,0.53,34.38333333333333,0.021,5.416666666666667,37.016666666666666,58.03333333333333,0.00098,0.2603333333333333,0.17400000000000002,0.367,0.09233333333333334,0.04616666666666666,7.000000000000001e-05,0.02033333333333333,0.3984,0.0
Cream sprayable,0.79,56.857142857142854,0.01,7.142857142857143,57.142857142857146,105.85714285714286,0.001,0.0,0.19714285714285715,0.6,0.23714285714285716,0.02857142857142857,0.0001142857142857143,0.02,0.812,
Cream with other ingredients,,75.2,0.0112,8.2,56.6,99.6,0.00118,0.16,0.21000000000000002,0.958,0.13,0.023,0.000308,0.0264,0.76,0.0
"Cream with other ingredients, QUAL Half fat or medium fat",0.8,80.0,0.012,9.0,61.0,110.0,,0.16,0.25,0.53,0.15,0.025,0.0004,0.03,0.8,0.0
"Cream, plain",0.665,78.8,0.007714285714285714,8.468571428571428,68.57142857142857,104.85714285714286,0.0019285714285714286,0.068,0.25342857142857145,0.7728571428571429,0.14285714285714285,0.024142857142857143,0.00028571428571428574,0.029714285714285717,0.966,0.0038
"Cream, plain, QUAL Half fat or medium fat",0.29000000000000004,99.85714285714286,0.026571428571428572,9.857142857142858,80.85714285714286,126.85714285714286,0.0012414285714285715,0.054000000000000006,0.31614285714285717,0.7779999999999999,0.16542857142857142,0.031857142857142855,0.00042714285714285716,0.03557142857142857,0.5252,0.0011
"Cream, plain, QUAL Low fat (naturally or reduced)",0.37,98.45,0.008285714285714287,10.485714285714286,81.37142857142858,137.52857142857144,0.0014085714285714287,0.05600000000000001,0.339,0.8292857142857144,0.16971428571428573,0.03471428571428571,0.00040714285714285717,0.03985714285714286,0.3592,0.0005
Cream-cheese strudel,0.286,56.0,0.068,13.0,120.0,130.0,,0.732,0.562,2.104,0.14,0.047,0.0005,0.056,0.286,0.004
Creamed vegetable mix,0.28,79.45714285714287,0.07457142857142858,14.6,75.42857142857143,204.42857142857142,0.0011714285714285715,0.49957142857142856,0.5047142857142857,1.9684285714285714,0.08457142857142856,0.07014285714285715,0.00020666666666666666,0.12085714285714286,1.2428000000000001,0.017
Cresses,0.8,144.28571428571428,0.098,35.857142857142854,47.714285714285715,430.0,0.00016666666666666666,1.8285714285714287,0.30142857142857143,2.2525714285714282,0.16571428571428573,0.08714285714285715,0.0,0.22428571428571428,1.28,0.56
"Crisp bread, rye wholemeal",0.74,43.833333333333336,0.3516,99.2,316.6666666666667,474.3333333333333,0.003022,2.8729999999999998,2.4763333333333333,3.1156666666666664,0.10533333333333333,0.226,0.0,0.2316666666666667,1.0136,0.005
"Crisp bread, rye, refined flour",0.35,64.0,0.3322857142857143,103.21428571428571,347.42857142857144,496.0,0.0066,3.305142857142857,2.4308571428571426,3.6825714285714284,0.12628571428571428,0.2845714285714286,0.0,0.20785714285714288,1.0084,0.005
"Crisp bread, wheat, refined flour",,65.0,0.308,45.0,163.4,203.4,0.0021,1.6463999999999999,1.529,3.9806000000000004,0.1456,0.40940000000000004,0.0,0.37300000000000005,0.7966666666666667,0.001
"Crisp bread, wheat, wholemeal",1.5350000000000001,79.92857142857143,0.3925714285714286,70.95714285714286,239.81428571428572,330.25714285714287,0.008257142857142857,2.5037142857142856,1.9087142857142858,5.284142857142858,0.1305714285714286,0.2087142857142857,0.0,0.15357142857142855,0.754,0.002756
Croissant,0.304,54.85,0.09533333333333334,20.0,102.66666666666667,128.5,0.0046,1.1386666666666667,0.6986666666666667,3.2503333333333333,0.14766666666666667,0.14533333333333334,0.00015000000000000001,0.06716666666666667,1.0908,0.003
Croissant from puff pastry,,41.62,0.0915,19.5,90.0,107.6,0.00525,1.0852,0.7382,3.3891999999999998,0.1486,0.1572,0.00015000000000000001,0.0774,1.0685,0.014000000000000002
"Croissant, filled with chocolate",2.353,53.25714285714286,0.3202857142857143,33.74285714285714,126.28571428571429,203.14285714285714,0.003485714285714286,1.5007142857142857,0.9141428571428571,3.201,0.17657142857142857,0.15314285714285716,0.000208,0.11,1.1826,0.003
"Croissant, filled with cream",0.05,18.0,,,77.0,58.0,,1.3,1.0,1.8,0.16,0.17,,0.11,0.05,
"Croissant, filled with jam",0.0,10.0,,,64.0,57.0,,1.3,0.8,1.9,0.15,0.16,,0.1,0.0,
Croquembouche,0.795,71.6,1.0,9.6,75.5,104.0,0.0184,1.0,1.0,0.05,0.065,0.05,0.00061,0.05,0.795,
Croutons,,37.2,0.124,18.8,114.8,136.4,0.0028,1.58,0.592,4.367,0.12,0.122,0.0,0.21000000000000002,4.013333333333333,0.0
Crme fraiche and other mild variants of sour cream,0.645,76.60000000000001,0.008857142857142857,7.637142857142857,74.0,106.85714285714286,0.0017316666666666667,0.09000000000000001,0.2454285714285714,0.5825714285714286,0.15142857142857144,0.02542857142857143,0.00018857142857142857,0.026,0.8160000000000001,0.0
"Crme fraiche and other mild variants of sour cream, QUAL Half fat or medium fat",0.32499999999999996,94.85714285714286,0.02806666666666667,8.15,72.42857142857143,116.42857142857143,0.0014700000000000002,0.065,0.28,0.6812857142857143,0.15857142857142859,0.027142857142857142,0.00023999999999999998,0.024285714285714282,0.457,0.0
"Crme fraiche and other mild variants of sour cream, QUAL Low fat (naturally or reduced)",0.12,108.57142857142857,0.013285714285714286,10.757142857142856,85.94285714285715,144.28571428571428,0.0014985714285714285,0.0794,0.3831428571428571,0.8378571428571429,0.17085714285714287,0.03985714285714286,0.000356,0.03942857142857143,0.3782,0.0004
Cucumbers,0.115,18.1,0.03642857142857143,11.142857142857142,27.74285714285714,164.57142857142858,0.00013333333333333334,0.3554285714285714,0.22028571428571428,0.3524285714285714,0.030714285714285715,0.024142857142857143,0.0,0.04157142857142857,0.0854,0.013333333333333334
Cultured buttermilk,0.1,112.85714285714286,0.009714285714285715,12.0,92.85714285714286,149.28571428571428,0.0015142857142857143,0.1,0.40714285714285714,0.17142857142857146,0.18285714285714286,0.03,0.00032142857142857147,0.041428571428571426,0.1,
Cumin seed,,953.2857142857143,1.2195,369.3333333333333,505.2857142857143,1554.857142857143,0.0052,67.88571428571429,4.371428571428572,8.067,0.341,0.6068571428571429,0.0,0.30142857142857143,2.16,0.0
Cured pork fat,0.1,4.0,0.1,1.0,26.0,18.142857142857142,0.006900000000000001,0.16,3.6,1.4,0.073,0.054000000000000006,0.0007,0.025,0.10000000000000002,0.0
Cured seasoned poultry meat,0.569,14.0,0.123,19.0,190.0,316.0,,1.053,1.801,10.973,0.081,0.047,0.0004,0.484,0.569,0.0
"Cured seasoned poultry meat, PROCESS Baking",0.5,12.0,0.10071428571428573,19.714285714285715,199.57142857142858,271.42857142857144,0.018,0.9842857142857143,1.9185714285714286,9.732857142857142,0.07928571428571428,0.04214285714285715,0.0003,0.34814285714285714,0.74,0.0
"Cured seasoned poultry meat, PROCESS Cooking in water",0.5,14.0,0.129,18.0,177.0,278.0,,1.098,1.978,9.506,0.071,0.031,0.0003,0.319,0.5,0.0
"Cured seasoned poultry meat, PROCESS Steaming",0.5,14.0,0.129,18.0,177.0,278.0,,1.098,1.978,9.506,0.071,0.031,0.0003,0.319,0.5,0.0
Curly kales,3.1500000000000004,163.57142857142858,0.04285714285714286,29.285714285714285,71.28571428571429,436.14285714285717,0.0018,1.5,0.34142857142857147,3.286,0.21714285714285714,0.09,0.0,0.2642857142857143,1.7,0.817
"Curly kales, PROCESS Cooking in water",1.497,173.57142857142858,0.03928571428571429,13.714285714285714,66.28571428571429,187.85714285714286,0.002,1.3249999999999997,0.21285714285714286,2.169,0.14214285714285713,0.057857142857142864,0.0,0.14214285714285713,1.4242000000000001,0.719
"Curly kales, PROCESS Frying",0.01,20.6,0.05,25.0,160.0,401.0,0.002,1.7,1.16,1.82,0.11,0.2,0.0,1.24,0.01,
"Curly kales, PROCESS Steaming",1.497,173.57142857142858,0.03928571428571429,13.714285714285714,66.28571428571429,187.85714285714286,0.002,1.3249999999999997,0.21285714285714286,2.169,0.14214285714285713,0.057857142857142864,0.0,0.14214285714285713,1.4242000000000001,0.719
Curry leaves,,820.0,0.21,220.0,57.0,,,5.1,,4.4,0.21,0.08,0.0,,,
Curry powder,22.0,474.7142857142857,0.8915714285714286,248.14285714285714,325.42857142857144,1589.142857142857,0.0171,33.70914285714286,3.9695714285714283,5.055714285714286,0.2834285714285715,0.246,0.0,0.8554285714285713,7.533333333333334,0.0
Curry sauce,0.71,27.3,0.104,13.466666666666667,26.7,180.33333333333334,0.005,0.7348000000000001,0.19799999999999998,0.9891666666666666,0.5195714285714286,0.057999999999999996,0.00012,0.07333333333333333,1.502,0.005
Custard,0.2,117.76666666666667,0.08255000000000001,8.233333333333334,98.66666666666667,166.71666666666667,0.00182,0.5464,0.515,0.5598333333333333,0.17916666666666667,0.04766666666666666,0.00025,0.043833333333333335,0.20779999999999998,0.001
Cuttlefishes,1.2,44.0,0.7914285714285715,29.142857142857142,233.28571428571428,316.14285714285717,0.06514285714285714,2.8428571428571425,2.042857142857143,6.371428571428571,0.41857142857142854,0.049999999999999996,0.002285714285714286,0.4328571428571429,1.2,
"Cuttlefishes, PROCESS Cooking in water",,,,,,,,1.0,,,,,0.002,,,
"Cuttlefishes, PROCESS Frying",,27.0,,36.0,143.0,273.0,,1.0,1.2,,,,0.002,,,
"Cuttlefishes, PROCESS Steaming",,,,,,,,1.0,,,,,0.002,,,
Cyclamate,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dairy/egg soup,0.5,40.333333333333336,0.06861666666666667,7.1000000000000005,84.93333333333334,67.60000000000001,0.0030000000000000005,0.6408333333333333,0.6116666666666667,1.539,0.11,0.03416666666666667,0.0005499999999999999,0.024166666666666666,0.756,0.0030000000000000005
Dandelions,2.5,174.85714285714286,0.17914285714285713,32.08571428571428,65.85714285714286,359.0,0.0005,3.2342857142857144,0.7779999999999999,1.8669999999999998,0.17428571428571432,0.19,0.0,0.22914285714285715,3.4200000000000004,0.0
Dates,0.2,41.114285714285714,0.16333333333333333,30.333333333333332,38.0,338.8,0.0016666666666666668,0.777142857142857,0.22571428571428573,2.1142857142857143,0.0642857142857143,0.06285714285714286,0.0,0.12371428571428571,0.18,0.0
"Deer, fallow fresh meat",0.13,9.428571428571429,0.20428571428571432,23.142857142857142,227.28571428571428,315.0,0.009,2.662857142857143,2.9057142857142857,4.285428571428571,0.28285714285714286,0.24571428571428572,0.001,0.3,0.13,0.0
"Deer, fallow fresh meat, PROCESS Baking",0.153,15.0,0.224,26.0,239.0,367.0,,3.219,4.708,5.483,0.33,0.22,0.0012,0.286,0.153,0.0
"Deer, fallow fresh meat, PROCESS Cooking in water",0.115,9.0,0.179,15.0,170.0,179.0,,2.557,3.554,4.133,0.152,0.111,0.0007,0.133,0.11500000000000002,0.0
"Deer, fallow fresh meat, PROCESS Steaming",0.115,9.0,0.179,15.0,170.0,179.0,,2.557,3.554,4.133,0.152,0.111,0.0007,0.133,0.11500000000000002,0.0
"Deer, red fresh meat",0.78,6.971428571428571,0.18142857142857144,22.17142857142857,195.25714285714284,324.4857142857143,0.008557142857142857,2.8042857142857143,4.024285714285715,4.186428571428571,0.27571428571428575,0.21857142857142858,0.0016457142857142855,0.3085714285714286,0.13,0.0015
"Deer, red fresh meat, PROCESS Baking",,15.3,0.26959999999999995,27.5,233.6,347.8,,4.521599999999999,3.5332,6.0092,0.372,0.202,0.0009599999999999999,0.286,0.153,0.0
